epoch,val_loss,val_accuracy,fold
148,0.4589074309561243,0.8126520681265207,1
148,0.4836706661048782,0.8175182481751825,2
148,0.461487632333199,0.805352798053528,3
148,0.5203426873884697,0.7834549878345499,4
148,0.447725941434983,0.8223844282238443,5
148,0.4751918013298254,0.7858880778588808,6
148,0.4898442903053046,0.8199513381995134,7
148,0.5717726638001036,0.7737226277372263,8
148,0.4212775354816322,0.7980535279805353,9
148,0.4611284877258577,0.8272506082725061,10
148,0.4791349136860378,0.8046228710462288,mean
