epoch,val_loss,val_accuracy,fold
52,0.6894320572912693,0.61,1
52,0.6469829446077346,0.62,2
52,0.5891463632881642,0.67,3
52,0.6522392728924751,0.62,4
52,0.6276102766394616,0.61,5
52,0.634789716899395,0.68,6
52,0.6596000027656556,0.63,7
52,0.598696740726009,0.77,8
52,0.6801587375998497,0.6,9
52,0.641165076866746,0.65,10
52,0.641982118957676,0.646,mean
