epoch,val_loss,val_accuracy,fold
55,0.6011178708091999,0.8333333333333334,1
55,0.2188908237860434,0.9444444444444444,2
55,0.151848214098815,0.9444444444444444,3
55,0.5947204532567412,0.8333333333333334,4
55,0.3084536861667099,0.8333333333333334,5
55,1.382887564961695,0.7222222222222222,6
55,0.2061543616776665,0.9444444444444444,7
55,0.4745116184866573,0.8333333333333334,8
55,0.2906878702859912,0.8888888888888888,9
55,0.4904657648435709,0.8333333333333334,10
55,0.47197382283730904,0.861111111111111,mean
