epoch,val_loss,val_accuracy,fold
69,0.6236910966038703,0.64,1
69,0.6462661616504193,0.6,2
69,0.6125820100307464,0.68,3
69,0.6087949946522713,0.69,4
69,0.6195789381861687,0.64,5
69,0.6676391623914242,0.56,6
69,0.622108795940876,0.7,7
69,0.5761990140655325,0.73,8
69,0.6575753006339073,0.58,9
69,0.6277779106050729,0.65,10
69,0.6262213384760289,0.647,mean
