epoch,val_loss,val_accuracy,fold
88,0.5806787918508053,0.67,1
88,0.6546016608178615,0.58,2
88,0.6149649842083454,0.69,3
88,0.626778062954545,0.67,4
88,0.5993462926894426,0.68,5
88,0.6616959834098816,0.59,6
88,0.5919565606117249,0.71,7
88,0.5915841875225305,0.74,8
88,0.6252282619476318,0.67,9
88,0.6164969824999571,0.71,10
88,0.6163331768512725,0.671,mean
