epoch,val_loss,val_accuracy,fold
184,0.4974433736288761,0.7737226277372263,1
184,0.4757211777918745,0.8102189781021898,2
184,0.4708446512219919,0.7956204379562044,3
184,0.4863762324183064,0.7785888077858881,4
184,0.430682904098337,0.8077858880778589,5
184,0.4701685825747453,0.8029197080291971,6
184,0.4971911509214263,0.7956204379562044,7
184,0.5301516857315444,0.7931873479318735,8
184,0.4199142996217532,0.8126520681265207,9
184,0.5013501418147173,0.8248175182481752,10
184,0.47798441998235724,0.7995133819951338,mean
